users_id,date,cds,amt
2810,1997-01-26,13,210.37
2810,1997-02-15,1,12.77
2810,1997-09-28,8,145.92
2810,1997-11-13,4,75.96
2811,1997-01-12,2,29.33
2811,1997-01-19,2,23.54
2811,1997-04-12,1,19.99
2811,1998-03-07,3,32.47
2811,1998-03-21,3,36.36
2812,1997-01-12,1,17.99
2813,1997-01-12,2,26.73
2813,1997-01-25,2,30.32
2814,1997-01-12,1,14.96
2815,1997-01-12,2,19.94
2816,1997-01-12,1,14.96
2817,1997-01-12,1,9.77
2818,1997-01-22,1,19.99
2818,1998-02-25,1,12.99
2819,1997-01-12,1,13.97
2820,1997-01-12,2,31.78
2820,1997-05-19,2,27.73
2820,1997-06-04,2,26.14
2820,1997-10-08,2,27.98
2821,1997-01-12,1,14.96
2822,1997-01-12,2,24.98
2822,1997-05-23,3,36.74
2822,1997-07-15,2,24.49
2822,1998-01-11,1,11.49
2822,1998-03-14,1,12.99
2823,1997-01-12,3,52.34
2824,1997-01-12,2,20.14
2824,1997-01-17,2,27.53
2824,1997-01-24,3,43.33
2824,1997-02-13,4,45.67
2824,1997-03-06,3,28.9
2825,1997-01-12,4,61.27
2826,1997-01-12,2,31.12
2827,1997-01-12,3,36.13
2827,1997-01-25,1,14.37
2827,1997-03-23,2,28.74
2828,1997-01-12,7,94.98
2828,1997-03-11,6,81.64
2828,1997-04-24,5,70.44
2829,1997-01-15,3,38.5
2829,1997-01-17,8,165.35
2829,1997-02-03,4,52.28
2829,1997-02-16,4,53.68
2829,1997-04-19,7,78.18
2829,1997-09-25,5,64.95
2829,1997-10-22,7,97.43
2829,1997-10-26,7,105.93
2829,1997-11-05,10,143.4
2829,1997-11-08,7,93.93
2829,1997-11-12,5,73.95
2830,1997-01-12,3,46.29
2830,1997-05-03,3,41.69
2830,1997-06-23,3,35.31
2830,1998-02-26,5,60.61
2831,1997-01-12,1,10.77
2832,1997-01-12,3,37.91
2833,1997-01-12,4,63.28
2833,1997-08-10,1,15.96
2833,1998-05-28,3,49.75
2834,1997-01-12,1,13.97
2835,1997-01-12,1,15.36
2835,1997-04-16,4,65.47
2835,1997-06-23,1,15.36
2835,1997-12-27,4,40.96
2836,1997-01-12,1,5.99
2837,1997-01-12,3,43.72
2838,1997-01-17,6,83.25
2838,1997-02-23,3,43.3
2839,1997-01-18,1,14.37
2840,1997-01-12,1,20.3
2841,1997-01-12,1,14.79
2841,1997-02-01,1,14.79
2841,1997-02-20,3,39.35
2841,1997-05-28,2,29.16
2841,1997-08-08,2,25.73
2841,1997-09-04,1,14.96
2841,1997-10-23,1,6.49
2841,1998-01-29,2,28.48
2841,1998-05-23,2,23.48
2842,1997-01-12,1,20.99
2842,1997-07-25,1,22.97
2842,1997-08-04,1,15.36
2842,1997-12-09,1,11.49
2843,1997-01-12,1,13.7
2843,1997-02-05,2,30.67
2844,1997-01-12,3,39.97
2844,1997-05-15,4,59.68
2844,1997-11-19,4,66.46
2844,1997-12-18,1,11.99
2844,1998-06-30,2,33.48
2845,1997-01-12,2,27.13
2846,1997-01-12,1,11.77
2847,1997-01-12,1,4.79
2848,1997-01-12,2,28.74
2848,1997-04-25,1,12.77
2849,1997-02-08,1,14.96
2849,1997-03-11,1,14.96
2849,1998-06-12,1,13.98
2850,1997-01-12,3,74.51
2850,1997-02-15,2,26.94
2850,1998-02-02,2,30.48
2851,1997-01-12,4,57.11
2851,1997-01-15,1,14.96
2851,1997-01-18,2,29.98
2851,1997-02-01,1,19.99
2851,1997-02-01,1,9.99
2851,1997-02-03,1,14.99
2851,1997-04-05,1,11.77
2851,1997-04-19,1,10.77
2851,1997-06-14,3,64.53
2851,1997-10-21,2,28.48
2851,1997-12-17,1,15.49
2851,1998-01-29,1,11.49
2851,1998-06-12,1,19.49
2852,1997-01-12,2,26.56
2853,1997-01-12,1,14.37
2853,1997-11-11,1,22.49
2854,1997-01-12,1,11.77
2855,1997-01-12,1,13.97
2855,1997-08-24,1,16.36
2855,1998-04-06,1,12.99
2856,1997-01-12,2,24.98
2856,1997-05-10,3,25.83
2856,1997-12-03,2,10.98
2856,1998-02-20,1,12.49
2856,1998-05-26,1,29.99
2857,1997-01-12,1,11.99
2858,1997-01-12,2,32.92
2859,1997-01-12,4,51.48
2860,1997-01-12,4,54.18
2860,1997-01-30,3,36.31
2860,1997-03-09,5,62.85
2860,1997-04-16,5,62.85
2861,1997-01-12,3,46.69
2862,1997-01-12,1,11.77
2862,1997-03-01,1,14.96
2863,1997-01-12,1,4.99
2864,1997-01-12,2,50.98
2864,1997-02-24,3,54.9
2864,1997-04-03,1,15.36
2864,1997-06-30,1,14.79
2865,1997-01-12,1,23.97
2865,1997-02-01,1,12.77
2865,1997-02-16,1,38.77
2865,1997-02-16,1,9.77
2866,1997-01-12,1,12.97
2867,1997-01-12,1,15.36
2867,1997-08-15,2,42.8
2867,1997-10-24,1,14.99
2867,1998-01-06,1,12.99
2867,1998-01-15,1,14.49
2868,1997-01-12,1,11.77
2869,1997-01-12,2,39.98
2869,1997-01-14,1,16.76
2869,1997-02-23,1,12.77
2869,1997-09-13,2,27.98
2870,1997-01-12,2,28.74
2870,1997-06-24,2,37.4
2870,1997-12-11,4,45.96
2870,1998-01-01,2,27.98
2870,1998-01-04,1,14.99
2870,1998-03-21,1,15.49
2871,1997-01-12,4,59.85
2871,1997-01-15,1,11.77
2871,1997-11-03,3,38.47
2871,1997-11-12,13,195.37
2872,1997-01-13,4,71.68
2872,1997-05-28,3,38.71
2873,1997-01-12,3,43.3
2873,1998-03-12,3,59.44
2873,1998-03-19,2,44.98
2874,1997-01-12,1,14.37
2874,1997-03-24,1,14.96
2874,1997-04-20,1,11.77
2874,1997-11-09,1,12.99
2874,1998-03-01,1,11.88
2875,1997-01-12,1,14.96
2876,1997-01-12,1,14.79
2876,1997-01-14,1,10.77
2876,1997-02-16,1,14.79
2876,1997-10-05,1,12.99
2877,1997-01-12,4,62.87
2878,1997-01-12,1,14.99
2878,1997-04-05,1,12.99
2879,1997-01-12,1,14.37
2880,1997-01-12,1,12.97
2881,1997-01-12,3,45.17
2881,1997-06-25,2,27.94
2881,1998-02-28,2,25.98
2881,1998-03-10,3,35.56
2881,1998-04-05,3,34.06
2881,1998-06-28,4,51.96
2882,1997-01-12,5,79.01
2882,1997-04-27,2,29.73
2882,1997-11-24,1,16.99
2882,1998-04-06,1,13.99
2882,1998-04-23,1,9.49
2882,1998-05-11,1,15.99
2882,1998-05-19,1,30.99
2883,1997-01-12,2,32.98
2883,1997-01-26,4,55.9
2883,1997-07-30,4,45.71
2883,1997-12-11,2,73.98
2884,1997-01-26,1,14.9
2885,1997-01-12,1,10.77
2886,1997-01-12,1,12.49
2887,1997-01-12,3,43.11
2887,1997-07-24,1,15.36
2888,1997-01-12,1,11.77
2889,1997-01-12,4,47.48
2889,1997-01-18,1,14.96
2889,1997-04-12,2,29.92
2889,1997-04-12,1,14.96
2889,1997-05-25,1,26.97
2890,1997-01-12,1,9.99
2891,1997-01-12,2,23.74
2891,1997-01-31,2,28.73
2891,1997-07-30,1,14.96
2892,1997-01-12,3,44.46
2893,1997-01-12,1,67.97
2894,1997-01-14,3,34.51
2894,1997-04-05,2,29.33
2895,1997-01-12,1,25.99
2896,1997-01-12,1,19.99
2897,1997-01-12,1,11.97
2898,1997-01-26,10,139.06
2899,1997-01-13,4,54.26
2899,1997-11-27,4,59.96
2900,1997-01-12,3,43.7
2900,1997-01-19,3,37.91
2900,1998-01-30,3,46.47
2901,1997-01-12,1,5.78
2902,1997-01-12,1,14.96
2903,1997-01-12,2,23.54
2903,1997-03-17,1,37.3
2903,1997-03-23,1,14.37
2903,1997-04-04,4,53.48
2903,1997-04-23,1,14.37
2903,1997-05-05,3,41.1
2903,1998-01-24,2,24.48
2904,1997-01-12,2,59.54
2905,1997-01-12,1,0
2906,1997-01-12,1,29.37
2907,1997-01-12,1,24.99
2908,1997-01-12,3,42.7
2908,1997-03-10,5,73.22
2908,1997-03-27,5,89.85
2908,1997-05-02,9,112.33
2908,1997-05-28,2,40.54
2908,1997-06-12,2,40.54
2908,1997-06-17,4,56.28
2908,1997-06-25,6,84.23
2908,1997-07-14,4,59.65
2908,1997-07-21,5,74.02
2908,1997-07-24,13,209.59
2908,1997-07-30,7,111.19
2908,1997-08-28,7,105.96
2908,1997-09-08,14,245.57
2908,1997-10-13,7,90.93
2908,1997-11-04,6,77.44
2908,1997-11-11,9,121.41
2908,1997-11-24,5,62.95
2908,1997-12-01,7,98.93
2908,1998-01-08,3,79.97
2908,1998-01-13,5,99.95
2908,1998-01-16,8,125.92
2908,1998-02-09,4,48.34
2908,1998-03-10,7,143.46
2908,1998-03-31,6,81.72
2908,1998-04-20,6,91.44
2908,1998-04-22,5,60.62
2908,1998-05-16,5,84.45
2908,1998-05-22,6,83.41
2908,1998-06-08,7,121.32
2908,1998-06-17,1,36.49
2908,1998-06-29,5,60.45
2909,1997-01-12,2,24.16
2909,1998-04-15,1,9.49
2909,1998-05-23,1,14.99
2910,1997-01-12,3,44.97
2911,1997-01-12,2,40.74
2911,1997-04-26,2,40.74
2912,1997-01-12,1,14.79
2912,1997-01-15,1,9.77
2912,1997-10-07,1,12.99
2913,1997-01-12,1,11.97
2914,1997-01-12,2,26.56
2914,1997-01-18,2,23.76
2914,1997-02-08,1,14.37
2914,1997-04-26,1,29.99
2915,1997-01-12,4,57.61
2915,1997-03-12,3,39.71
2916,1997-01-12,3,52.49
2916,1997-06-20,5,72.22
2917,1997-01-12,3,28.93
2918,1997-01-12,2,39.54
2919,1997-01-12,1,14.37
2920,1997-01-12,1,16.7
2921,1997-01-12,2,38.95
2921,1997-01-28,1,23.99
2921,1997-04-22,1,19.99
2921,1997-04-28,5,78.46
2921,1997-05-01,6,93.2
2921,1997-08-07,3,40.11
2921,1997-10-01,5,70.95
2921,1997-10-30,6,136.44
2921,1997-11-06,2,25.98
2921,1998-03-19,3,48.97
2921,1998-03-31,4,59.46
2921,1998-04-15,4,55.96
2921,1998-04-23,6,92.01
2921,1998-05-14,8,103.57
2922,1997-01-12,2,55.54
2922,1997-03-24,1,15.96
2922,1997-05-24,7,85.98
2923,1997-01-12,2,33.98
2924,1997-02-09,1,14.37
2924,1997-02-09,1,11.77
2925,1997-01-12,2,89.94
2926,1997-01-12,11,117.76
2927,1997-01-12,2,39.2
2927,1997-03-05,1,17.9
2927,1997-06-22,1,24.3
2927,1997-12-19,1,17.99
2927,1998-02-25,1,12.99
2927,1998-03-21,1,9.49
2927,1998-04-17,2,33.1
2927,1998-06-07,1,17.49
2928,1997-01-21,1,11.97
2928,1997-01-30,2,26.76
2928,1997-02-09,1,24.99
2928,1997-02-11,1,14.99
2928,1997-02-23,3,54.97
2928,1997-03-03,1,24.99
2928,1997-03-15,1,15.96
2928,1997-04-18,2,26.73
2928,1997-05-18,1,14.37
2928,1997-06-14,1,14.96
2928,1997-06-25,1,13.97
2928,1997-07-01,2,29.92
2928,1997-07-21,1,11.77
2928,1997-08-12,1,11.77
2928,1997-09-19,2,25.98
2928,1997-12-14,2,11.98
2928,1998-01-07,3,41.47
2928,1998-01-10,3,58.47
2928,1998-02-17,3,58.47
2928,1998-06-05,1,11.49
2929,1997-01-12,1,11.77
2929,1997-01-21,2,29.92
2930,1997-01-12,4,63.49
2930,1997-02-06,14,166.98
2930,1997-02-16,27,337.61
2930,1997-02-18,8,116.56
2930,1997-03-07,7,87.78
2931,1997-01-12,2,25.74
2931,1997-09-19,4,50.96
2931,1997-11-01,6,89.44
2931,1997-11-24,3,49.97
2931,1997-12-03,7,90.93
2931,1997-12-20,2,29.48
2931,1997-12-25,3,52.47
2931,1998-01-16,1,14.49
2931,1998-01-21,4,56.85
2931,1998-03-10,4,52.46
2931,1998-04-29,1,11.99
2931,1998-06-11,4,55.35
2932,1997-01-12,3,46.47
2932,1997-02-22,3,38.77
2933,1997-01-12,1,17.9
2934,1997-01-12,1,10.78
2935,1997-01-12,1,15.97
2936,1997-01-12,1,12.97
2937,1997-01-12,1,11.77
2938,1997-01-13,1,23.99
2939,1997-01-14,2,19.28
2940,1997-01-12,1,9.77
2940,1997-01-17,2,23.98
2940,1997-01-18,4,52.89
2941,1997-01-12,6,123.72
2941,1997-01-16,1,14.96
2941,1997-02-02,11,210.62
2941,1997-02-20,5,85.69
2941,1997-02-27,5,91.29
2941,1997-03-19,4,67.32
2941,1997-03-20,2,37.98
2941,1997-04-22,4,97.96
2941,1997-05-17,9,130.49
2941,1997-09-28,9,127.91
2941,1998-01-03,7,101.93
2941,1998-02-11,4,60.46
2942,1997-01-12,2,28.74
2942,1997-10-13,1,19.99
2942,1997-11-27,1,12.99
2943,1997-01-12,1,19.99
2944,1997-01-29,1,14.96
2944,1997-03-10,2,30.33
2944,1997-04-06,1,14.96
2944,1997-07-29,1,14.96
2945,1997-01-12,1,19.99
2945,1997-12-12,6,79.44
2945,1998-01-02,4,63.96
2945,1998-01-19,2,63.98
2945,1998-02-02,4,47.96
2945,1998-06-15,4,49.85
2946,1997-01-12,4,73.42
2946,1997-08-20,1,14.96
2947,1997-01-12,2,21.74
2948,1997-01-12,3,55.97
2949,1997-01-12,2,24.26
2949,1997-05-20,2,30.92
2950,1997-01-12,20,241.39
2951,1997-01-12,1,29.99
2951,1997-08-11,1,12.25
2952,1997-01-12,1,12.97
2952,1997-02-12,1,15.36
2952,1997-03-09,1,6.78
2952,1997-03-15,2,25.74
2952,1997-03-22,1,13.97
2952,1997-04-14,1,13.97
2952,1997-05-13,1,15.36
2952,1997-05-18,1,14.96
2952,1997-06-28,1,9.99
2952,1997-07-27,1,13.97
2952,1997-08-12,1,9.99
2952,1997-12-03,1,16.99
2952,1998-02-24,1,12.99
2952,1998-02-28,1,11.88
2952,1998-03-26,1,14.49
2952,1998-06-19,1,9.99
2953,1997-01-12,1,13.97
2953,1997-01-14,2,26.74
2953,1997-02-07,1,28.7
2953,1997-03-01,3,45.71
2953,1997-07-17,9,138.22
2953,1997-07-28,1,39.99
2953,1997-08-20,3,46.08
2953,1997-09-10,7,157.43
2953,1998-01-10,3,58.47
2953,1998-01-19,5,76.95
2953,1998-02-25,1,22.49
2953,1998-03-26,2,77.98
2954,1997-01-29,9,161.3
2954,1997-04-13,6,96.21
2954,1997-06-01,7,100.76
2954,1997-06-07,9,115.5
2954,1997-06-25,13,188.37
2954,1997-08-16,7,96.8
2954,1997-09-14,3,38.97
2954,1997-10-21,7,92.93
2954,1997-11-01,5,68.45
2955,1997-01-12,1,13.77
2955,1997-01-21,3,34.11
2955,1997-04-02,3,35.31
2955,1997-05-05,1,14.37
2955,1998-04-10,6,54.94
2956,1997-01-12,2,44
2957,1997-01-12,3,61.49
2957,1997-01-25,4,48.28
2957,1997-04-07,2,36.16
2957,1997-05-15,9,126.33
2957,1997-06-02,1,12.77
2957,1997-06-04,1,15.96
2957,1997-06-12,2,23.74
2957,1997-07-09,9,104.33
2957,1997-08-11,1,14.96
2957,1998-01-21,3,48.97
2957,1998-04-27,10,140.4
2957,1998-04-29,4,65.46
2957,1998-05-14,1,16.99
2957,1998-05-17,1,26.99
2957,1998-05-17,1,32.99
2958,1997-01-12,1,12.49
2958,1997-06-02,3,62.97
2958,1997-07-31,3,42.9
2959,1997-01-12,4,56.5
2960,1997-01-12,3,43.95
2961,1997-01-12,2,26.14
2962,1997-01-14,1,18.99
2963,1997-01-17,3,29.33
2963,1997-02-11,1,13.97
2963,1997-03-10,2,29.92
2963,1997-08-18,1,11.77
2964,1997-01-12,3,32.35
2964,1997-04-02,1,13.97
2964,1998-06-16,1,17.49
2965,1997-01-12,2,28.74
2965,1997-09-27,5,64.45
2965,1998-02-25,4,93.46
2966,1997-01-20,3,45.28
2966,1997-05-30,2,24.73
2966,1997-12-26,2,40.98
2966,1998-03-28,4,47.85
2967,1997-01-12,2,23.18
2968,1997-01-12,6,78.02
2969,1997-01-12,1,11.77
2970,1997-01-12,2,32.2
2971,1997-01-12,1,12.97
2971,1997-06-09,2,26.14
2971,1997-06-24,1,14.79
2971,1997-07-13,1,13.97
2971,1997-08-22,1,11.77
2971,1997-08-22,1,14.96
2971,1997-08-22,1,14.96
2971,1997-08-22,1,14.96
2971,1997-10-05,1,12.99
2971,1997-10-23,3,46.47
2971,1997-11-13,1,12.99
2971,1997-12-29,1,15.49
2972,1997-01-12,1,9.98
2972,1997-01-24,1,14.79
2972,1997-01-29,1,11.77
2972,1997-02-01,2,17.75
2972,1997-07-12,2,19.98
2972,1997-07-26,1,9.99
2972,1997-08-17,2,30.72
2973,1997-01-12,2,45.35
2973,1998-01-20,2,28.48
2974,1997-01-12,1,11.77
2975,1997-01-12,1,16.99
2975,1997-06-21,1,11.77
2975,1997-12-10,1,14.49
2975,1998-01-11,1,14.99
2975,1998-02-01,1,15.49
2975,1998-03-16,1,14.49
2975,1998-04-03,1,11.19
2975,1998-06-08,1,12.99
2976,1997-01-12,3,33.31
2976,1997-02-16,2,14.55
2976,1997-04-19,2,23.14
2976,1997-09-28,2,21.48
2977,1997-01-12,2,20.54
2977,1997-02-10,1,15.36
2978,1997-01-12,1,11.77
2979,1997-01-12,4,54.5
2979,1997-05-15,1,13.97
2979,1997-05-28,1,12.77
2979,1997-08-06,1,13.97
2979,1998-05-05,2,60.57
2980,1997-01-12,2,26.73
2980,1997-01-13,1,6.79
2980,1997-01-17,1,14.37
2981,1997-01-12,1,14.99
2981,1997-02-10,1,14.77
2981,1997-03-04,2,29.54
2981,1997-03-25,4,43.88
2982,1997-01-12,2,42.95
2983,1997-01-12,5,47.48
2984,1997-01-12,1,14.96
2985,1997-01-12,1,8.77
2986,1997-01-12,2,24.56
2986,1997-02-07,3,39.51
2986,1997-06-29,1,21
2986,1997-07-25,3,44.71
2986,1997-07-29,2,24.54
2986,1997-09-21,4,47.96
2986,1997-10-19,3,41.97
2986,1997-11-05,4,62.96
2986,1998-02-07,2,20.98
2987,1997-01-12,1,9.99
2987,1998-04-12,2,24.98
2988,1997-01-12,1,12.97
2988,1997-01-14,1,9.77
2988,1997-02-01,3,27.31
2988,1997-02-09,2,19.74
2988,1997-10-27,4,38.96
2989,1997-01-12,2,29.73
2990,1997-01-12,3,43.29
2991,1997-01-29,2,16.77
2992,1997-01-12,1,14.79
2992,1997-02-09,2,35.73
2992,1997-03-12,1,14.99
2992,1997-05-07,1,14.96
2993,1997-01-12,3,45.52
2993,1997-01-24,4,72.8
2993,1997-01-25,8,107
2993,1997-03-22,2,24.73
2993,1997-07-14,3,55.51
2994,1997-01-12,1,9.77
2994,1997-01-18,8,152.96
2995,1997-01-12,1,12.99
2996,1997-01-12,1,15.36
2997,1997-01-12,1,38.77
2998,1997-01-12,1,13.97
2998,1997-08-19,2,30.32
2998,1997-11-30,2,28.48
2998,1997-11-30,1,15.49
2998,1998-01-25,3,37.04
2998,1998-03-24,2,22.98
2998,1998-04-12,4,35.05
2998,1998-06-26,2,28.48
2999,1997-01-12,3,44.52
2999,1997-01-22,3,35.31
2999,1997-03-18,3,41.73
2999,1997-05-23,3,57
2999,1997-11-03,2,24.48
2999,1998-03-04,3,38.97
3000,1997-01-18,1,11.77
3001,1997-01-13,1,15.9
3001,1997-03-30,1,14.9
3001,1997-06-12,1,14.99
3001,1997-07-02,2,31.6
3002,1997-01-12,3,40.29
3002,1997-01-22,4,46.06
3002,1997-01-31,1,13.77
3002,1997-11-10,3,38.47
3002,1997-12-06,4,55.96
3002,1998-03-01,1,22.92
3003,1997-01-12,1,15.96
3003,1997-03-02,3,54.94
3004,1997-01-12,3,48.33
3005,1997-01-12,12,166.75
3006,1997-01-12,2,26.73
3007,1997-01-12,1,31.99
3008,1997-01-12,1,11.77
3008,1997-01-13,1,11.77
3009,1997-01-12,2,28.76
3009,1997-02-14,1,15.9
3009,1997-02-27,2,25.14
3009,1997-03-12,1,14.96
3009,1997-03-18,1,13.97
3009,1997-03-24,2,23.14
3009,1997-04-22,2,22.54
3009,1997-04-26,2,21.74
3009,1997-11-10,2,19.48
3009,1997-11-30,1,8.49
3009,1998-01-23,2,28.98
3009,1998-04-25,2,18.98
3010,1997-01-12,1,30.97
3010,1997-01-22,1,31.97
3010,1997-02-04,1,14.77
3010,1997-04-29,3,37.1
3011,1997-01-12,1,9.98
3011,1997-09-01,1,9.77
3011,1997-09-01,1,14.96
3011,1997-09-18,1,17.99
3011,1998-03-22,2,29.48
3012,1997-01-12,1,18.99
3012,1997-08-03,5,66.83
3012,1998-01-22,3,38.15
3012,1998-05-30,2,27.98
3012,1998-06-10,1,11.49
3013,1997-01-13,3,37.91
3014,1997-01-12,3,39.63
3014,1997-01-25,2,32.74
3014,1997-03-13,2,31.73
3014,1997-08-25,1,14.96
3014,1998-06-03,2,20.07
3015,1997-01-12,5,80.67
3015,1997-01-20,2,24.98
3015,1997-02-03,7,105.63
3015,1997-05-21,1,12.25
3015,1997-06-17,4,58.26
3015,1997-07-30,4,53.46
3015,1997-12-02,1,15.49
3015,1997-12-15,1,12.49
3015,1998-02-06,5,63.66
3016,1997-01-13,2,21.54
3016,1997-09-08,2,25.74
3016,1997-10-16,2,31.98
3016,1997-11-05,3,29.47
3016,1997-11-21,1,7.49
3017,1997-01-12,5,73.44
3017,1997-01-19,3,42.3
3018,1997-01-12,3,67.86
3018,1997-01-24,3,39.3
3018,1997-01-29,1,38.7
3018,1997-02-19,1,38.7
3018,1997-10-13,4,56.46
3018,1998-03-30,4,54.96
3019,1997-01-12,1,13.97
3020,1997-01-12,1,11.99
3020,1997-02-08,1,11.77
3020,1997-03-12,1,13.77
3020,1997-09-04,1,11.77
3020,1998-02-06,1,13.99
3021,1997-01-12,3,44.88
3021,1997-02-21,6,90.83
3022,1997-01-12,2,29.73
3023,1997-01-12,1,9.77
3024,1997-01-12,1,12.49
3025,1997-01-13,1,18.99
3026,1997-01-13,1,12.49
3026,1997-02-18,2,28.93
3026,1997-06-28,3,41.69
3026,1997-09-07,2,24.49
3026,1997-09-10,1,12.99
3026,1997-09-18,2,29.48
3026,1998-03-24,4,46.35
3027,1997-01-13,2,26.54
3027,1997-01-29,4,52.48
3027,1997-06-01,5,60.65
3027,1997-06-21,3,38.9
3028,1997-01-13,2,23.49
3028,1997-01-18,1,11.77
3028,1997-01-25,1,5.78
3028,1997-03-15,3,50.71
3028,1997-03-21,1,9.77
3028,1997-03-29,1,13.97
3028,1997-04-01,1,14.37
3028,1997-05-18,1,13.77
3028,1997-06-17,2,24.02
3028,1997-06-21,1,6.79
3028,1997-07-16,1,13.97
3028,1997-07-30,1,11.77
3028,1997-07-30,1,12.25
3028,1997-08-12,1,12.77
3028,1997-08-12,1,14.79
3028,1997-08-16,1,11.77
3028,1998-01-14,1,5.99
3029,1997-01-13,1,3.99
3030,1997-01-13,1,31.97
3031,1997-01-13,2,29.98
3032,1997-01-13,1,15.36
3033,1997-01-13,2,18.48
3034,1997-01-13,1,15.76
3035,1997-01-13,1,14.79
3035,1997-01-31,3,54.12
3035,1997-04-13,3,42.73
3035,1997-05-16,1,13.97
3035,1997-05-27,1,14.37
3035,1997-09-07,1,11.77
3035,1997-10-19,1,17.99
3035,1998-01-05,2,34.48
3035,1998-05-03,1,16.99
3036,1997-01-13,4,56.61
3036,1997-07-24,4,69.96
3036,1998-05-06,2,27.87
3036,1998-05-24,2,24.46
3037,1997-01-13,1,12.98
3038,1997-01-13,1,30.97
3039,1997-01-13,1,13.97
3040,1997-01-13,4,83.96
3040,1997-09-28,3,39.47
3041,1997-02-26,2,32.76
3041,1997-03-08,1,14.96
3041,1997-03-21,1,29.99
3041,1997-03-24,2,26.14
3041,1997-03-24,1,14.96
3041,1997-04-09,1,14.96
3041,1997-04-30,1,5.78
3041,1997-05-18,1,24.95
3041,1997-05-27,2,17.76
3041,1997-06-14,1,7.13
3041,1997-06-16,1,14.96
3041,1997-07-05,1,13.97
3041,1997-07-26,2,12.55
3041,1997-08-09,2,28.13
3041,1997-08-24,2,15.56
3041,1997-09-23,1,11.99
3041,1997-10-19,2,27.98
3041,1997-10-26,2,39.98
3041,1997-11-24,1,17.99
3041,1998-02-08,1,12.99
3041,1998-04-15,1,11.88
3041,1998-04-19,1,28.49
3041,1998-04-22,1,38.99
3041,1998-06-18,1,12.99
3041,1998-06-19,1,39.49
3042,1997-01-13,1,9.97
3042,1997-04-27,1,14.99
3042,1997-07-17,1,9.99
3043,1997-01-13,1,13.97
3044,1997-01-13,1,13.97
3044,1997-03-28,2,29.33
3044,1997-04-18,1,13.97
3044,1997-07-07,1,11.77
3044,1997-08-02,1,13.77
3044,1998-01-10,1,14.49
3044,1998-02-01,3,44.47
3044,1998-03-01,3,36.36
3044,1998-03-12,1,16.49
3044,1998-03-12,3,40.97
3044,1998-03-21,1,12.99
3044,1998-03-24,1,15.49
3044,1998-04-17,1,0
3044,1998-05-13,1,15.49
3044,1998-05-26,2,23.37
3044,1998-06-04,1,21.99
3045,1997-01-13,1,15.36
3045,1997-01-13,1,14.37
3045,1997-01-15,3,34.31
3045,1997-01-24,2,29.73
3045,1997-02-14,3,43.7
3045,1997-02-22,3,34.71
3045,1997-03-05,5,75.6
3045,1997-03-08,3,45.89
3046,1997-01-13,1,14.37
3046,1997-10-09,2,24.98
3047,1997-01-13,1,15.36
3048,1997-01-13,2,58.13
3049,1997-01-13,4,74.26
3049,1997-01-13,4,63.28
3049,1997-01-30,3,49.51
3049,1997-02-04,3,46.28
3049,1997-02-06,1,15.96
3049,1997-02-10,6,94.63
3049,1997-02-11,2,28.93
3049,1997-02-17,1,14.96
3049,1997-02-19,3,38.51
3049,1997-02-26,3,45.28
3049,1997-02-27,3,45.28
3049,1997-02-28,6,81.4
3049,1997-03-11,1,23.77
3049,1997-03-13,4,44.49
3049,1997-03-31,1,13.97
3049,1997-03-31,2,28.96
3049,1997-03-31,5,80.83
3049,1997-03-31,1,14.96
3049,1997-04-03,2,29.13
3049,1997-04-09,5,70.04
3049,1997-04-09,5,70.04
3049,1997-04-10,2,26.54
3049,1997-04-10,7,135.21
3049,1997-04-15,1,14.96
3049,1997-04-18,2,26.94
3049,1997-05-02,6,87.98
3049,1997-05-06,8,127.68
3049,1997-05-07,2,24.73
3049,1997-05-09,3,42.5
3049,1997-05-22,1,14.96
3049,1997-06-03,3,43.69
3049,1997-06-11,1,14.96
3049,1997-06-11,3,43.69
3049,1997-06-17,1,15.96
3049,1997-06-21,1,13.97
3049,1997-07-08,2,26.54
3049,1997-07-17,5,72.61
3049,1997-07-23,1,13.77
3049,1997-07-27,1,13.77
3049,1997-07-27,1,14.96
3049,1997-07-31,3,43.69
3049,1997-08-07,1,14.96
3049,1997-08-08,3,42.7
3049,1997-08-08,2,27.54
3049,1997-08-08,6,89.17
3049,1997-08-11,3,42.9
3049,1997-08-11,1,14.96
3049,1997-08-11,1,14.96
3049,1997-08-14,2,28.73
3049,1997-08-17,2,25.54
3049,1997-08-17,1,13.77
3049,1997-08-23,1,13.77
3049,1997-08-23,1,14.96
3049,1997-09-12,1,14.49
3049,1997-09-13,1,12.99
3049,1997-09-18,1,12.99
3049,1997-09-18,1,12.99
3049,1997-09-18,8,103.92
3049,1997-09-20,1,12.99
3049,1997-09-24,1,12.99
3049,1997-09-24,1,22.49
3049,1997-09-29,1,15.99
3049,1997-10-07,1,12.99
3049,1997-10-11,1,12.99
3049,1997-10-15,3,37.97
3049,1997-10-15,2,25.98
3049,1997-10-15,5,64.95
3049,1997-10-17,4,55.96
3049,1997-10-17,1,11.99
3049,1997-10-20,2,25.98
3049,1997-10-20,2,25.98
3049,1997-10-20,1,12.99
3049,1997-10-24,2,23.98
3049,1997-10-24,1,14.49
3049,1997-10-27,2,24.98
3049,1997-10-27,1,12.99
3049,1997-11-03,1,12.99
3049,1997-11-03,1,12.99
3049,1997-11-08,2,25.98
3049,1997-11-17,2,25.98
